,gene_name,ensembl_gene_id,chromosome,Source,Start,Strand,gene_source,gene_biotype,gene_length,gene_coding_length,Approved symbol,Approved name,Status,Previous symbols,Alias symbols,gene_include,n_cells,pct_cells
C1orf127,C1orf127,ENSG00000175262,1,ensembl_havana,10946470,-,ensembl_havana,protein_coding,35567,3573,C1orf127,chromosome 1 open reading frame 127,Approved,nan,FLJ37118,True,1146,0.5479949886671194
TARDBP,TARDBP,ENSG00000120948,1,ensembl_havana,11012343,+,ensembl_havana,protein_coding,14077,6071,TARDBP,TAR DNA binding protein,Approved,nan,"TDP-43, ALS10",True,112,0.05355622925891568
RP4-635E18.9,RP4-635E18.9,ENSG00000277726,1,havana,11012661,+,havana,protein_coding,17867,2205,nan,nan,nan,nan,nan,True,326,0.15588688159291528
MASP2,MASP2,ENSG00000009724,1,ensembl_havana,11026522,-,ensembl_havana,protein_coding,20711,4251,MASP2,mannan binding lectin serine peptidase 2,Approved,MASP1P1,nan,True,5509,2.634297026672915
SRM,SRM,ENSG00000116649,1,ensembl_havana,11054583,-,ensembl_havana,protein_coding,5441,1898,SRM,spermidine synthase,Approved,SRML1,SPS1,True,8202,3.922037431978807
EXOSC10,EXOSC10,ENSG00000171824,1,ensembl_havana,11066617,-,ensembl_havana,protein_coding,33264,6003,EXOSC10,exosome component 10,Approved,PMSCL2,"PM-Scl, PM/Scl-100, Rrp6p, RRP6, p2, p3, p4",True,9343,4.467641517554011
MTOR,MTOR,ENSG00000198793,1,ensembl_havana,11106534,-,ensembl_havana,protein_coding,155973,12119,MTOR,mechanistic target of rapamycin kinase,Approved,"FRAP, FRAP2, FRAP1","RAFT1, RAPT1, FLJ44809",True,20049,9.58704321796429
ANGPTL7,ANGPTL7,ENSG00000171819,1,ensembl_havana,11189340,+,ensembl_havana,protein_coding,6641,2238,ANGPTL7,angiopoietin like 7,Approved,nan,"CDT6, AngX",True,801,0.38302267532492373
UBIAD1,UBIAD1,ENSG00000120942,1,ensembl_havana,11273205,+,ensembl_havana,protein_coding,22844,5082,UBIAD1,UbiA prenyltransferase domain containing 1,Approved,SCCD,TERE1,True,2953,1.4120673660855179
PTCHD2,PTCHD2,ENSG00000204624,1,ensembl_havana,11479165,+,ensembl_havana,protein_coding,58419,6142,DISP3,dispatched RND transporter family member 3,Approved,PTCHD2,KIAA1337,True,487,0.23287396115260656
FBXO2,FBXO2,ENSG00000116661,1,ensembl_havana,11648366,-,ensembl_havana,protein_coding,7419,2333,FBXO2,F-box protein 2,Approved,OCP1,"FBX2, Nfb42, Fbs1, Fbg1",True,1454,0.6952746191291375
FBXO44,FBXO44,ENSG00000132879,1,ensembl_havana,11654374,+,ensembl_havana,protein_coding,8953,3527,FBXO44,F-box protein 44,Approved,nan,"FBX30, FBG3, MGC14140, Fbxo6a, Fbx44",True,7835,3.7465451450321816
FBXO6,FBXO6,ENSG00000116663,1,ensembl_havana,11664123,+,ensembl_havana,protein_coding,10231,1811,FBXO6,F-box protein 6,Approved,nan,"FBX6, FBG2, FBS2, Fbx6b",True,2482,1.1868442948270421
MAD2L2,MAD2L2,ENSG00000116670,1,ensembl_havana,11674479,-,ensembl_havana,protein_coding,17171,3324,MAD2L2,mitotic arrest deficient 2 like 2,Approved,nan,"MAD2B, REV7, POLZ2, FANCV",True,2499,1.194973365339556
DRAXIN,DRAXIN,ENSG00000162490,1,ensembl_havana,11691728,+,ensembl_havana,protein_coding,34129,7346,DRAXIN,dorsal inhibitory axon guidance protein,Approved,C1orf187,"FLJ34999, Neucrin",True,1300,0.6216348038981284
AGTRAP,AGTRAP,ENSG00000177674,1,ensembl_havana,11736083,+,ensembl_havana,protein_coding,18719,2435,AGTRAP,angiotensin II receptor associated protein,Approved,nan,ATRAP,True,5381,2.5730899075198685
C1orf167,C1orf167,ENSG00000215910,1,ensembl_havana,11761786,+,ensembl_havana,protein_coding,27799,6499,C1orf167,chromosome 1 open reading frame 167,Approved,nan,"DKFZp434E1410, RP11-56N19.2",True,1271,0.6077675659650164
MTHFR,MTHFR,ENSG00000177000,1,ensembl_havana,11785722,-,ensembl_havana,protein_coding,21198,10214,MTHFR,methylenetetrahydrofolate reductase,Approved,nan,nan,True,11790,5.637749490737641
CLCN6,CLCN6,ENSG00000011021,1,ensembl_havana,11806095,+,ensembl_havana,protein_coding,37049,6938,CLCN6,chloride voltage-gated channel 6,Approved,nan,"CLC-6, KIAA0046, ClC-6",True,6683,3.195681072654763
NPPA,NPPA,ENSG00000175206,1,ensembl_havana,11845708,-,ensembl_havana,protein_coding,2637,1120,NPPA,natriuretic peptide A,Approved,"ANP, PND",nan,True,3006,1.4374109388598262
NPPB,NPPB,ENSG00000120937,1,ensembl_havana,11857463,-,ensembl_havana,protein_coding,1468,694,NPPB,natriuretic peptide B,Approved,nan,nan,True,2166,1.0357392194179587
KIAA2013,KIAA2013,ENSG00000116685,1,ensembl_havana,11919590,-,ensembl_havana,protein_coding,6838,3281,KIAA2013,KIAA2013,Approved,nan,"MGC33867, RP5-1077B9.1",True,6212,2.9704580013962874
PLOD1,PLOD1,ENSG00000083444,1,ensembl_havana,11934204,+,ensembl_havana,protein_coding,41334,5320,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",Approved,"LLH, PLOD",LH1,True,7786,3.7231142947314058
MFN2,MFN2,ENSG00000116688,1,ensembl_havana,11980180,+,ensembl_havana,protein_coding,33334,4973,MFN2,mitofusin 2,Approved,nan,"CPRP1, KIAA0214, MARF, CMT2A2",True,14102,6.743303080439544
MIIP,MIIP,ENSG00000116691,1,ensembl_havana,12019465,+,ensembl_havana,protein_coding,12580,2821,MIIP,migration and invasion inhibitory protein,Approved,nan,"FLJ12438, IIp45",True,5338,2.552528140929392
TNFRSF8,TNFRSF8,ENSG00000120949,1,ensembl_havana,12063376,+,ensembl_havana,protein_coding,80831,3738,TNFRSF8,TNF receptor superfamily member 8,Approved,"CD30, D1S166E",KI-1,True,2273,1.0869045455849584
TNFRSF1B,TNFRSF1B,ENSG00000028137,1,ensembl_havana,12167002,+,ensembl_havana,protein_coding,42226,3766,TNFRSF1B,TNF receptor superfamily member 1B,Approved,TNFR2,"TNFBR, TNFR80, TNF-R75, TNF-R-II, p75, CD120b",True,8130,3.8876084274552185
VPS13D,VPS13D,ENSG00000048707,1,ensembl_havana,12230066,+,ensembl_havana,protein_coding,281981,20023,VPS13D,vacuolar protein sorting 13 homolog D,Approved,nan,"FLJ10619, KIAA0453",True,71464,34.17269971213527
DHRS3,DHRS3,ENSG00000162496,1,ensembl_havana,12567909,-,ensembl_havana,protein_coding,49822,3036,DHRS3,dehydrogenase/reductase 3,Approved,nan,"retSDR1, Rsdr1, SDR1, RDH17, SDR16C1",True,38514,18.41664833640963
AADACL4,AADACL4,ENSG00000204518,1,ensembl_havana,12644546,+,ensembl_havana,protein_coding,22540,1575,AADACL4,arylacetamide deacetylase like 4,Approved,nan,OTTHUMG00000001889,True,68,0.032516282050055946
AADACL3,AADACL3,ENSG00000188984,1,ensembl_havana,12716114,+,ensembl_havana,protein_coding,12645,4049,AADACL3,arylacetamide deacetylase like 3,Approved,nan,OTTHUMG00000001887,True,140,0.0669452865736446
C1orf158,C1orf158,ENSG00000157330,1,ensembl_havana,12746214,+,ensembl_havana,protein_coding,17485,4118,C1orf158,chromosome 1 open reading frame 158,Approved,nan,MGC35194,True,310,0.14823599169878446
HNRNPCL1,HNRNPCL1,ENSG00000179172,1,ensembl_havana,12847376,-,ensembl_havana,protein_coding,100202,1201,HNRNPCL1,heterogeneous nuclear ribonucleoprotein C like 1,Approved,HNRPCL1,nan,True,352,0.16831957767087785
PRAMEF6,PRAMEF6,ENSG00000232423,1,ensembl_havana,12938471,-,ensembl_havana,protein_coding,118020,2170,PRAMEF6,PRAME family member 6,Approved,nan,nan,True,781,0.3734590629572602
PRAMEF26,PRAMEF26,ENSG00000280267,1,ensembl_havana,13049475,-,ensembl_havana,protein_coding,108617,2392,PRAMEF26,PRAME family member 26,Approved,nan,nan,True,389,0.18601226055105535
PRAMEF25,PRAMEF25,ENSG00000229571,1,ensembl_havana,13060852,+,ensembl_havana,protein_coding,17032,2013,PRAMEF25,PRAME family member 25,Approved,nan,nan,True,27,0.012910876696345743
PRAMEF5,PRAMEF5,ENSG00000270601,1,ensembl_havana,13254211,+,ensembl_havana,protein_coding,9103,1720,PRAMEF5,PRAME family member 5,Approved,PRAMEF23,PRAMEF5L,True,15,0.007172709275747635
PRAMEF15,PRAMEF15,ENSG00000204501,1,ensembl_havana,13303508,+,ensembl_havana,protein_coding,19090,1960,PRAMEF15,PRAME family member 15,Approved,nan,OTTHUMG00000007921,True,10,0.004781806183831757
PRAMEF20,PRAMEF20,ENSG00000204478,1,ensembl_havana,13410449,+,ensembl_havana,protein_coding,10879,1597,PRAMEF20,PRAME family member 20,Approved,PRAMEF21,"OTTHUMG00000007911, OTTHUMT00000008157",True,51,0.02438721153754196
LRRC38,LRRC38,ENSG00000162494,1,ensembl_havana,13474976,-,ensembl_havana,protein_coding,39072,2209,LRRC38,leucine rich repeat containing 38,Approved,nan,nan,True,2245,1.0735154882702294
PDPN,PDPN,ENSG00000162493,1,ensembl_havana,13583464,+,ensembl_havana,protein_coding,34493,3707,PDPN,podoplanin,Approved,nan,"T1A-2, Gp38, aggrus, GP40, PA2.26",True,6318,3.021145146944904
PRDM2,PRDM2,ENSG00000116731,1,ensembl_havana,13700197,+,ensembl_havana,protein_coding,124882,10923,PRDM2,PR/SET domain 2,Approved,nan,"RIZ, RIZ1, RIZ2, KMT8, MTB-ZF, HUMHOXY1, KMT8A",True,35657,17.050486309688896
KAZN,KAZN,ENSG00000189337,1,ensembl_havana,14598703,+,ensembl_havana,protein_coding,519340,12644,KAZN,"kazrin, periplakin interacting protein",Approved,C1orf196,"KIAA1026, KAZRIN, FLJ43806",True,37058,17.720417356043725
TMEM51,TMEM51,ENSG00000171729,1,ensembl_havana,15152531,+,ensembl_havana,protein_coding,67949,2240,TMEM51,transmembrane protein 51,Approved,C1orf72,FLJ10199,True,9255,4.425561623136291
FHAD1,FHAD1,ENSG00000142621,1,ensembl_havana,15247271,+,ensembl_havana,protein_coding,153012,12805,FHAD1,forkhead associated phosphopeptide binding domain 1,Approved,nan,KIAA1937,True,6609,3.160295706894408
EFHD2,EFHD2,ENSG00000142634,1,ensembl_havana,15409894,+,ensembl_havana,protein_coding,20449,2531,EFHD2,EF-hand domain family member D2,Approved,nan,MGC4342,True,6648,3.178944751011352
CTRC,CTRC,ENSG00000162438,1,ensembl_havana,15438438,+,ensembl_havana,protein_coding,10804,3486,CTRC,chymotrypsin C,Approved,nan,"CLCR, ELA4",True,259,0.12384878016124251
CELA2A,CELA2A,ENSG00000142615,1,ensembl_havana,15456727,+,ensembl_havana,protein_coding,15364,1519,CELA2A,chymotrypsin like elastase 2A,Approved,nan,ELA2A,True,601,0.2873865516482886
CELA2B,CELA2B,ENSG00000215704,1,ensembl_havana,15465908,+,ensembl_havana,protein_coding,25492,1457,CELA2B,chymotrypsin like elastase 2B,Approved,nan,"RP11-265F14.2, ELA2B",True,839,0.4011935388234844
CASP9,CASP9,ENSG00000132906,1,ensembl_havana,15490831,-,ensembl_havana,protein_coding,35703,5269,CASP9,caspase 9,Approved,nan,"MCH6, ICE-LAP6, APAF-3, PPP1R56",True,3086,1.4756653883304802
DNAJC16,DNAJC16,ENSG00000116138,1,ensembl_havana,15526812,+,ensembl_havana,protein_coding,65567,8563,DNAJC16,DnaJ heat shock protein family (Hsp40) member C16,Approved,nan,KIAA0962,True,14465,6.916882644912636
AGMAT,AGMAT,ENSG00000116771,1,ensembl_havana,15572352,-,ensembl_havana,protein_coding,12758,2500,AGMAT,agmatinase,Approved,nan,FLJ23384,True,1663,0.7952143683712212
DDI2,DDI2,ENSG00000197312,1,ensembl_havana,15617499,+,ensembl_havana,protein_coding,51545,12136,DDI2,DNA damage inducible 1 homolog 2,Approved,nan,MGC14844,True,22089,10.562531679465968
PLEKHM2,PLEKHM2,ENSG00000116786,1,ensembl_havana,15684331,+,ensembl_havana,protein_coding,50438,4122,PLEKHM2,pleckstrin homology and RUN domain containing M2,Approved,nan,KIAA0842,True,19886,9.509099777167831
SLC25A34,SLC25A34,ENSG00000162461,1,ensembl_havana,15736404,+,ensembl_havana,protein_coding,4992,3195,SLC25A34,solute carrier family 25 member 34,Approved,nan,DKFZp781A10161,True,1803,0.8621596549448658
TMEM82,TMEM82,ENSG00000162460,1,ensembl_havana,15742421,+,ensembl_havana,protein_coding,5561,1520,TMEM82,transmembrane protein 82,Approved,nan,nan,True,152,0.07268345399424271
FBLIM1,FBLIM1,ENSG00000162458,1,ensembl_havana,15756606,+,ensembl_havana,protein_coding,29988,4716,FBLIM1,filamin binding LIM protein 1,Approved,nan,"FBLP-1, CAL, migfilin",True,10997,5.258552260359783
UQCRHL,UQCRHL,ENSG00000233954,1,ensembl_havana,15807168,-,ensembl_havana,protein_coding,2180,2180,UQCRHL,ubiquinol-cytochrome c reductase hinge protein like,Approved,nan,nan,True,4376,2.0925183860447767
SPEN,SPEN,ENSG00000065526,1,ensembl_havana,15847863,+,ensembl_havana,protein_coding,92597,13294,SPEN,spen family transcriptional repressor,Approved,nan,"KIAA0929, MINT, SHARP, RBM15C",True,24197,11.570536423017701
ZBTB17,ZBTB17,ENSG00000116809,1,ensembl_havana,15941868,-,ensembl_havana,protein_coding,34264,4240,ZBTB17,zinc finger and BTB domain containing 17,Approved,"ZNF151, ZNF60","MIZ1, pHZ-67",True,6790,3.246846398821763
C1orf64,C1orf64,ENSG00000183888,1,ensembl_havana,16004235,+,ensembl_havana,protein_coding,4572,3039,SRARP,steroid receptor associated and regulated protein,Approved,C1orf64,"MGC24047, ERRF",True,449,0.21470309765404588
HSPB7,HSPB7,ENSG00000173641,1,ensembl_havana,16014027,-,ensembl_havana,protein_coding,5567,3910,HSPB7,heat shock protein family B (small) member 7,Approved,nan,cvHSP,True,15049,7.196140126048411
CLCNKA,CLCNKA,ENSG00000186510,1,ensembl_havana,16018874,+,ensembl_havana,protein_coding,15176,3476,CLCNKA,chloride voltage-gated channel Ka,Approved,nan,hClC-Ka,True,184,0.08798523378250432
CLCNKB,CLCNKB,ENSG00000184908,1,ensembl_havana,16043735,+,ensembl_havana,protein_coding,13573,2939,CLCNKB,chloride voltage-gated channel Kb,Approved,nan,hClC-Kb,True,156,0.0745961764677754
FAM131C,FAM131C,ENSG00000185519,1,ensembl_havana,16057768,-,ensembl_havana,protein_coding,15864,1701,FAM131C,family with sequence similarity 131 member C,Approved,C1orf117,FLJ36766,True,222,0.10615609728106501
EPHA2,EPHA2,ENSG00000142627,1,ensembl_havana,16124336,-,ensembl_havana,protein_coding,31751,4159,EPHA2,EPH receptor A2,Approved,ECK,nan,True,6511,3.113434006292857
ARHGEF19,ARHGEF19,ENSG00000142632,1,ensembl_havana,16197853,-,ensembl_havana,protein_coding,14756,3745,ARHGEF19,Rho guanine nucleotide exchange factor 19,Approved,nan,"FLJ33962, WGEF",True,2531,1.2102751451278178
RSG1,RSG1,ENSG00000132881,1,ensembl_havana,16231699,-,ensembl_havana,protein_coding,5463,1545,CPLANE2,ciliogenesis and planar polarity effector 2,Approved,"C1orf89, RSG1",MGC10731,True,816,0.3901953846006714
FBXO42,FBXO42,ENSG00000037637,1,ensembl_havana,16246838,-,ensembl_havana,protein_coding,105616,8984,FBXO42,F-box protein 42,Approved,nan,"KIAA1332, Fbx42",True,38350,18.33822671499479
SZRD1,SZRD1,ENSG00000055070,1,ensembl_havana,16352574,+,ensembl_havana,protein_coding,45571,4747,SZRD1,SUZ RNA binding domain containing 1,Approved,C1orf144,DKFZp566C0424,True,9686,4.63165746965944
SPATA21,SPATA21,ENSG00000187144,1,ensembl_havana,16387116,-,ensembl_havana,protein_coding,50308,4506,SPATA21,spermatogenesis associated 21,Approved,nan,"spergen-2, spergen2",True,8721,4.170213172919675
NECAP2,NECAP2,ENSG00000157191,1,ensembl_havana,16440671,+,ensembl_havana,protein_coding,19407,5559,NECAP2,NECAP endocytosis associated 2,Approved,nan,FLJ10420,True,6743,3.2243719097577537
NBPF1,NBPF1,ENSG00000219481,1,ensembl_havana,16562318,-,ensembl_havana,protein_coding,51244,12212,NBPF1,NBPF member 1,Approved,nan,"FLJ20719, KIAA1693",True,12871,6.154662739209854
CROCC,CROCC,ENSG00000058453,1,ensembl_havana,16740272,+,ensembl_havana,protein_coding,232707,8871,CROCC,"ciliary rootlet coiled-coil, rootletin",Approved,nan,"rootletin, ROLT",True,17282,8.263917446898043
MFAP2,MFAP2,ENSG00000117122,1,ensembl_havana,16974501,-,ensembl_havana,protein_coding,6334,2915,MFAP2,microfibril associated protein 2,Approved,nan,"MAGP, MAGP-1",True,1381,0.6603674339871657
ATP13A2,ATP13A2,ENSG00000159363,1,ensembl_havana,16985957,-,ensembl_havana,protein_coding,25971,5253,ATP13A2,ATPase cation transporting 13A2,Approved,PARK9,"HSA9947, CLN12",True,7181,3.4338150206095848
SDHB,SDHB,ENSG00000117118,1,ensembl_havana,17018721,-,ensembl_havana,protein_coding,35449,2462,SDHB,succinate dehydrogenase complex iron sulfur subunit B,Approved,"SDH1, SDH",nan,True,14684,7.021604200338552
PADI2,PADI2,ENSG00000117115,1,ensembl_havana,17066760,-,ensembl_havana,protein_coding,52675,5984,PADI2,peptidyl arginine deiminase 2,Approved,nan,"KIAA0994, PDI2",True,5037,2.408595774796056
PADI1,PADI1,ENSG00000142623,1,ensembl_havana,17205125,+,ensembl_havana,protein_coding,40880,4903,PADI1,peptidyl arginine deiminase 1,Approved,nan,"HPAD10, PDI1, PDI, PAD1",True,3660,1.750141063282423
PADI3,PADI3,ENSG00000142619,1,ensembl_havana,17249097,+,ensembl_havana,protein_coding,35136,3189,PADI3,peptidyl arginine deiminase 3,Approved,nan,PDI3,True,2208,1.055822805390052
PADI4,PADI4,ENSG00000159339,1,ensembl_havana,17308194,+,ensembl_havana,protein_coding,55810,2971,PADI4,peptidyl arginine deiminase 4,Approved,PADI5,"PAD, PDI5, PDI4",True,2246,1.0739936688886127
AC004824.2,AC004824.2,ENSG00000280226,1,ensembl,17329011,-,ensembl,protein_coding,2785,189,nan,nan,nan,nan,nan,True,36,0.017214502261794325
PADI6,PADI6,ENSG00000276747,1,ensembl_havana,17372195,+,ensembl_havana,protein_coding,29504,2396,PADI6,peptidyl arginine deiminase 6,Approved,nan,nan,True,377,0.18027409313045722
RCC2,RCC2,ENSG00000179051,1,ensembl_havana,17406759,-,ensembl_havana,protein_coding,32965,4126,RCC2,regulator of chromosome condensation 2,Approved,nan,TD-60,True,8091,3.8689593833382747
ARHGEF10L,ARHGEF10L,ENSG00000074964,1,ensembl_havana,17539834,+,ensembl_havana,protein_coding,158040,7817,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like,Approved,nan,"FLJ10521, KIAA1626",True,25461,12.174956724654036
ACTL8,ACTL8,ENSG00000117148,1,ensembl_havana,17755312,+,ensembl_havana,protein_coding,71751,1864,ACTL8,actin like 8,Approved,nan,CT57,True,183,0.08750705316412115
IGSF21,IGSF21,ENSG00000117154,1,ensembl_havana,18107745,+,ensembl_havana,protein_coding,270738,3085,IGSF21,immunoglobin superfamily member 21,Approved,nan,"MGC15730, RP11-121A23.1",True,2138,1.0223501621032296
KLHDC7A,KLHDC7A,ENSG00000179023,1,ensembl_havana,18480981,+,ensembl_havana,protein_coding,5145,5145,KLHDC7A,kelch domain containing 7A,Approved,nan,FLJ38753,True,124,0.059294396679513785
PAX7,PAX7,ENSG00000009709,1,ensembl_havana,18631005,+,ensembl_havana,protein_coding,117861,6313,PAX7,paired box 7,Approved,nan,Hup1,True,1201,0.574294922678194
TAS1R2,TAS1R2,ENSG00000179002,1,ensembl_havana,18839598,-,ensembl_havana,protein_coding,20084,2542,TAS1R2,taste 1 receptor member 2,Approved,GPR71,"T1R2, TR2",True,15,0.007172709275747635
RP13-279N23.2,RP13-279N23.2,ENSG00000255275,1,havana,18849272,-,havana,protein_coding,71849,4369,nan,nan,nan,nan,nan,True,400,0.19127224735327028
IFFO2,IFFO2,ENSG00000169991,1,ensembl_havana,18904280,-,ensembl_havana,protein_coding,52406,6188,IFFO2,intermediate filament family orphan 2,Approved,nan,nan,True,5121,2.4487629467402425
UBR4,UBR4,ENSG00000127481,1,ensembl_havana,19074505,-,ensembl_havana,protein_coding,135771,24675,UBR4,ubiquitin protein ligase E3 component n-recognin 4,Approved,ZUBR1,"KIAA1307, KIAA0462, RBAF600",True,23927,11.441427656054245
EMC1,EMC1,ENSG00000127463,1,ensembl_havana,19215663,-,ensembl_havana,protein_coding,35889,10650,EMC1,ER membrane protein complex subunit 1,Approved,KIAA0090,nan,True,5480,2.620429788739803
MRTO4,MRTO4,ENSG00000053372,1,ensembl_havana,19251538,+,ensembl_havana,protein_coding,8590,2822,MRTO4,"MRT4 homolog, ribosome maturation factor",Approved,C1orf33,"dJ657E11.4, MRT4",True,3750,1.793177318936909
AKR7A3,AKR7A3,ENSG00000162482,1,ensembl_havana,19282557,-,ensembl_havana,protein_coding,6693,1710,AKR7A3,aldo-keto reductase family 7 member A3,Approved,nan,nan,True,213,0.10185247171561643
AKR7A2,AKR7A2,ENSG00000053371,1,ensembl_havana,19303964,-,ensembl_havana,protein_coding,8182,1781,AKR7A2,aldo-keto reductase family 7 member A2,Approved,nan,AFAR,True,2603,1.2447041496514064
PQLC2,PQLC2,ENSG00000040487,1,ensembl_havana,19312325,+,ensembl_havana,protein_coding,16975,2686,SLC66A1,solute carrier family 66 member 1,Approved,PQLC2,"FLJ20320, LAAT-1, LAAT1",True,3030,1.4488872737010223
CAPZB,CAPZB,ENSG00000077549,1,ensembl_havana,19338775,-,ensembl_havana,protein_coding,146764,3238,CAPZB,capping actin protein of muscle Z-line subunit beta,Approved,nan,nan,True,51896,24.815661371613285
MINOS1-NBL1,MINOS1-NBL1,ENSG00000270136,1,ensembl_havana,19596978,+,ensembl_havana,protein_coding,61078,2493,MICOS10-NBL1,MICOS10-NBL1 readthrough,Approved,MINOS1-NBL1,nan,True,740,0.35385365760355003
NBL1,NBL1,ENSG00000158747,1,ensembl_havana,19640553,+,ensembl_havana,protein_coding,17903,3465,NBL1,"NBL1, DAN family BMP antagonist",Approved,nan,"D1S1733E, NB, DAN, NO3, DAND1",True,14545,6.95513709438329
HTR6,HTR6,ENSG00000158748,1,ensembl_havana,19665286,+,ensembl_havana,protein_coding,14276,1984,HTR6,5-hydroxytryptamine receptor 6,Approved,nan,"5-HT6, 5-HT6R",True,142,0.06790164781041094
TMCO4,TMCO4,ENSG00000162542,1,ensembl_havana,19682212,-,ensembl_havana,protein_coding,117733,4054,TMCO4,transmembrane and coiled-coil domains 4,Approved,nan,DKFZp686C23231,True,17315,8.279697407304687
RNF186,RNF186,ENSG00000178828,1,ensembl_havana,19814028,-,ensembl_havana,protein_coding,1250,1250,RNF186,ring finger protein 186,Approved,nan,FLJ20225,True,102,0.04877442307508392
OTUD3,OTUD3,ENSG00000169914,1,ensembl_havana,19882512,+,ensembl_havana,protein_coding,30433,6767,OTUD3,OTU deubiquitinase 3,Approved,nan,"KIAA0459, DUBA4",True,4746,2.269445214846552
